param: job_weight processing_time:=
1	11	8
2	3	10
3	14	4
4	19	10
5	5	5
6	9	5
7	11	5
8	9	10
9	5	3
10	15	8
11	18	2
12	10	7
13	13	5
14	2	7
15	9	6
16	18	9
17	12	7
18	20	9
19	14	10
20	5	9
21	5	10
22	11	6
23	20	7
24	2	8
25	18	3
26	4	5
27	2	4
28	20	7
29	2	8
30	20	2
31	15	8
32	5	3
33	3	8
34	20	5
35	15	5
36	5	9
37	14	8
38	17	7
39	6	5
40	11	4
41	11	5
42	19	7
43	12	8
44	20	3
45	19	5
46	4	8
47	11	5
48	17	6
49	4	2
50	2	2
51	7	2
52	14	4
53	5	4
54	6	6
55	16	6
56	18	3
57	7	8
58	19	7
59	3	4
60	5	9
61	5	6
62	11	9
63	11	7
64	19	6
65	18	10
66	17	7
67	8	7
68	11	10
69	15	7
70	16	7
71	16	3
72	18	4
73	6	3
74	6	8
75	3	7
76	20	4
77	7	5
78	4	2
79	14	5
80	7	3
81	4	6
82	11	7
83	4	9
84	12	3
85	8	8
86	5	2
87	14	2
88	19	10
89	4	4
90	5	5
91	6	6
92	9	10
93	16	3
94	16	4
95	15	2
96	18	9
97	12	9
98	6	6
99	8	6
100	15	5
101	14	7
102	7	6
103	19	7
104	9	4
105	4	3
106	2	3
107	6	9
108	13	8
109	4	10
110	10	7
111	7	5
112	15	10
113	3	6
114	13	4
115	5	4
116	16	9
117	15	3
118	8	8
119	15	9
120	2	9
121	10	6
122	5	3
123	6	9
124	8	3
125	5	8
126	7	7
127	14	3
128	6	10
129	17	6
130	12	7
131	5	6
132	4	2
133	17	10
134	16	5
135	20	4
136	10	5
137	12	4
138	15	6
139	7	2
140	14	6
141	13	10
142	11	6
143	14	3
144	11	6
145	9	2
146	16	7
147	16	10
148	5	9
149	13	2
150	13	3
151	5	5
152	15	6
153	3	9
154	15	4
155	5	10
156	13	2
157	5	2
158	13	7
159	2	9
160	4	10
161	14	3
162	11	5
163	4	5
164	2	4
165	7	9
166	13	2
167	8	6
168	14	4
169	3	6
170	3	6
171	6	6
172	3	2
173	3	3
174	11	10
175	6	2
176	17	7
177	19	5
178	13	7
179	15	4
180	3	10
181	7	6
182	14	8
183	17	3
184	8	8
185	13	5
186	10	10
187	15	4
188	2	3
189	6	4
190	6	3
191	12	2
192	17	5
193	15	6
194	3	5
195	12	9
196	18	3
197	18	10
198	20	7
199	3	9
200	3	5
201	14	6
202	8	5
203	9	3
204	4	3
205	2	9
206	13	10
207	5	10
208	5	2
209	14	6
210	20	2
211	13	2
212	16	7
213	5	10
214	7	5
215	14	2
216	8	9
217	9	9
218	20	3
219	6	5
220	16	3
221	11	6
222	7	3
223	10	8
224	11	3
225	2	6
226	14	6
227	11	8
228	9	4
229	7	4
230	4	4
231	18	8
232	6	10
233	13	3
234	6	8
235	17	10
236	6	4
237	15	8
238	17	9
239	2	4
240	14	3
241	12	2
242	12	7
243	19	6
244	16	10
245	15	7
246	15	7
247	16	5
248	17	7
249	10	2
250	15	5
251	20	6
252	19	8
253	9	8
254	2	2
255	16	7
256	10	6
257	16	6
258	20	3
259	20	6
260	15	7
261	16	4
262	10	5
263	19	6
264	5	8
265	15	8
266	8	4
267	9	10
268	14	6
269	17	6
270	14	5
271	3	8
272	2	9
273	15	7
274	17	6
275	16	7
276	6	6
277	6	9
278	11	9
279	19	2
280	12	5
281	6	9
282	9	9
283	13	2
284	8	7
285	20	8
286	15	9
287	9	10
288	8	9
289	9	5
290	18	6
291	11	10
292	5	5
293	11	5
294	8	9
295	7	7
296	9	8
297	3	2
298	18	2
299	19	8
300	3	9
301	8	9
302	12	5
303	3	8
304	7	7
305	19	7
306	3	10
307	19	7
308	9	8
309	15	4
310	13	8
311	11	4
312	18	7
313	6	6
314	3	7
315	2	7
316	3	7
317	5	6
318	9	3
319	10	7
320	16	6
321	10	10
322	2	4
323	2	7
324	8	2
325	2	7
326	4	9
327	17	4
328	13	9
329	13	10
330	16	3
331	7	2
332	17	4
333	4	6
334	20	10
335	5	4
336	6	7
337	3	4
338	5	4
339	11	5
340	7	3
341	16	7
342	20	10
343	8	9
344	19	3
345	16	9
346	7	8
347	6	6
348	14	4
349	6	6
350	16	5
351	5	6
352	7	5
353	10	4
354	8	9
355	4	6
356	13	9
357	19	8
358	17	2
359	11	8
360	7	3
361	14	2
362	18	7
363	20	5
364	12	3
365	12	6
366	11	10
367	6	3
368	5	9
369	18	10
370	5	9
371	11	8
372	18	8
373	13	5
374	13	9
375	18	3
376	6	7
377	5	8
378	12	5
379	4	6
380	19	2
381	8	6
382	19	6
383	10	10
384	4	7
385	9	7
386	7	9
387	19	2
388	9	3
389	17	5
390	7	8
391	7	9
392	11	8
393	4	9
394	8	2
395	17	8
396	8	2
397	6	2
398	7	3
399	20	10
400	4	3
401	8	3
402	3	10
403	5	6
404	11	9
405	7	9
406	10	4
407	9	10
408	6	8
409	12	4
410	18	5
411	5	3
412	16	9
413	5	9
414	8	3
415	2	5
416	8	4
417	20	10
418	7	3
419	3	8
420	13	10
421	17	2
422	11	8
423	5	4
424	15	7
425	3	6
426	16	6
427	3	4
428	2	10
429	20	10
430	12	9
431	3	4
432	8	5
433	8	4
434	2	7
435	18	7
436	4	9
437	12	4
438	19	5
439	14	9
440	3	6
441	10	5
442	8	7
443	12	2
444	19	3
445	20	4
446	12	4
447	17	5
448	3	7
449	19	7
450	11	2
451	7	2
452	9	10
453	16	5
454	5	2
455	5	2
456	13	2
457	12	5
458	8	3
459	20	3
460	6	4
461	4	3
462	4	10
463	19	6
464	12	5
465	20	3
466	8	7
467	5	10
468	20	4
469	13	9
470	9	6
471	11	4
472	19	9
473	16	4
474	13	3
475	5	6
476	7	8
477	15	6
478	3	10
479	10	10
480	14	2
481	6	9
482	19	3
483	11	7
484	13	8
485	18	10
486	3	9
487	14	3
488	6	5
489	14	2
490	14	5
491	6	6
492	6	6
493	11	6
494	13	7
495	12	2
496	20	10
497	18	7
498	2	6
499	19	5
500	17	2
501	20	9
502	7	2
503	14	5
504	10	6
505	8	7
506	17	4
507	4	6
508	16	10
509	19	2
510	7	3
511	13	8
512	9	6
513	18	6
514	4	2
515	4	6
516	3	2
517	4	7
518	11	5
519	10	3
520	8	6
521	20	2
522	3	4
523	13	5
524	15	8
525	13	10
526	15	5
527	13	8
528	10	3
529	6	6
530	10	7
531	14	6
532	7	10
533	6	9
534	18	4
535	8	3
536	19	5
537	12	8
538	9	6
539	16	6
540	5	8
541	10	4
542	9	10
543	20	9
544	3	10
545	20	8
546	20	10
547	14	8
548	15	4
549	7	4
550	17	8
551	10	7
552	8	4
553	16	7
554	7	2
555	4	5
556	15	10
557	5	2
558	11	6
559	4	10
560	16	7
561	5	2
562	6	4
563	18	10
564	12	9
565	17	2
566	17	5
567	18	2
568	2	10
569	7	6
570	3	2
571	9	8
572	7	4
573	8	5
574	2	8
575	13	7
576	20	7
577	3	2
578	8	5
579	20	6
580	14	4
581	16	7
582	8	4
583	2	8
584	3	9
585	9	3
586	9	3
587	12	5
588	20	2
589	11	4
590	8	6
591	13	10
592	17	4
593	15	7
594	6	8
595	11	8
596	10	3
597	15	3
598	8	6
599	17	8
600	16	6
601	6	5
602	17	3
603	20	6
604	17	2
605	16	10
606	20	5
607	19	9
608	2	4
609	11	3
610	6	5
611	18	3
612	15	8
613	17	3
614	8	10
615	6	9
616	6	9
617	19	2
618	20	2
619	10	10
620	8	9
621	2	5
622	15	6
623	12	7
624	4	4
625	19	5
626	5	3
627	17	9
628	18	6
629	11	3
630	6	10
631	16	9
632	4	6
633	18	9
634	16	9
635	5	3
636	8	5
637	17	7
638	4	8
639	6	2
640	7	4
641	7	4
642	5	8
643	19	10
644	5	9
645	11	7
646	2	3
647	15	2
648	5	10
649	18	5
650	17	3
651	10	7
652	15	9
653	9	9
654	6	2
655	13	7
656	14	8
657	17	3
658	10	7
659	3	9
660	8	6
661	10	3
662	4	3
663	6	10
664	2	9
665	4	10
666	16	5
667	16	8
668	20	3
669	3	9
670	20	9
671	5	10
672	11	5
673	8	6
674	16	10
675	19	3
676	18	7
677	8	2
678	3	3
679	8	10
680	13	6
681	18	5
682	11	5
683	9	5
684	14	2
685	7	5
686	8	3
687	12	7
688	15	9
689	16	5
690	2	10
691	15	5
692	4	7
693	20	4
694	15	8
695	6	7
696	8	4
697	2	3
698	11	6
699	9	2
700	7	10
701	12	9
702	10	2
703	18	10
704	12	7
705	9	8
706	13	2
707	7	2
708	19	5
709	6	7
710	15	10
711	3	6
712	8	5
713	20	7
714	15	6
715	2	6
716	12	4
717	3	7
718	17	9
719	12	3
720	3	5
721	9	7
722	19	9
723	8	8
724	18	7
725	7	10
726	11	6
727	6	5
728	19	8
729	17	3
730	17	7
731	8	3
732	2	9
733	5	4
734	12	5
735	19	2
736	15	8
737	5	2
738	6	8
739	19	3
740	15	8
741	5	2
742	12	7
743	13	7
744	20	7
745	3	5
746	14	7
747	10	4
748	15	10
749	20	3
750	17	3
751	16	5
752	13	3
753	19	7
754	17	2
755	17	5
756	16	8
757	7	6
758	20	8
759	5	6
760	7	4
761	7	2
762	10	3
763	13	8
764	13	2
765	14	10
766	20	7
767	14	2
768	20	6
769	14	5
770	7	2
771	2	3
772	20	5
773	2	7
774	14	2
775	18	4
776	19	9
777	7	4
778	19	8
779	19	7
780	9	3
781	6	3
782	7	4
783	5	7
784	5	8
785	19	5
786	7	2
787	16	10
788	14	3
789	3	7
790	11	2
791	18	5
792	4	6
793	4	2
794	11	2
795	7	5
796	6	10
797	7	2
798	10	6
799	7	5
800	2	5
801	2	8
802	4	10
803	18	5
804	2	2
805	14	4
806	15	8
807	18	3
808	13	9
809	5	9
810	5	7
811	15	2
812	8	6
813	9	7
814	19	3
815	3	9
816	11	5
817	6	9
818	10	9
819	6	10
820	5	7
821	11	8
822	11	4
823	19	9
824	12	9
825	14	8
826	4	7
827	4	4
828	8	8
829	17	2
830	17	8
831	18	2
832	16	2
833	10	7
834	19	8
835	10	4
836	13	10
837	20	8
838	7	3
839	16	2
840	16	6
841	7	3
842	11	2
843	5	3
844	12	5
845	9	2
846	20	6
847	6	10
848	19	5
849	12	2
850	2	9
851	3	8
852	19	5
853	17	5
854	3	8
855	13	3
856	8	3
857	2	10
858	12	2
859	18	9
860	16	7
861	10	3
862	9	10
863	13	6
864	18	7
865	7	5
866	17	3
867	6	2
868	14	2
869	8	2
870	18	7
871	7	2
872	11	9
873	11	10
874	16	4
875	17	5
876	4	2
877	17	8
878	13	4
879	10	3
880	10	8
881	11	8
882	14	10
883	20	6
884	5	6
885	12	6
886	8	9
887	18	6
888	7	2
889	2	8
890	13	6
891	16	5
892	2	10
893	8	5
894	5	5
895	19	9
896	17	4
897	19	10
898	13	7
899	3	6
900	20	4;
